"Freq [GHz]","dB(S(waveport1:1,antenna)) []"
2.9325225,-41.4418839131972
2.94002,-41.4259156229139
2.9475175,-41.4100096162921
2.955015,-41.394165557784
2.9625125,-41.3783831139093
2.97001,-41.3626619532334
2.9775075,-41.347001746345
2.985005,-41.3314021658352
2.9925025,-41.3158628862762
3,-41.3003835842001

