"Freq [GHz]","re(Zo(antenna))*(sqrt((1+re(S(antenna,antenna)))**2+im(S(antenna,antenna))**2))/(sqrt((1-re(S(antenna,antenna)))**2+im(S(antenna,antenna))**2)) []","atan(im(S(antenna,antenna))/(1+re(S(antenna,antenna))))-atan((-im(S(antenna,antenna))/(1-re(S(antenna,antenna))))) [deg]"
2.19027,29.8614782141484,89.9962395752712
2.1977675,29.9669167274338,89.9962255633563
2.205265,30.0723890936948,89.9962115400142
2.2127625,30.1778954433778,89.9961975052266
2.22026,30.2834359070978,89.9961834589753
2.2277575,30.3890106156405,89.996169401242
2.235255,30.4946196999626,89.9961553320083
2.2427525,30.6002632911929,89.9961412512563
2.25025,30.7059415206334,89.9961271589675
2.2577475,30.8116545197605,89.9961130551237
2.265245,30.9174024202256,89.9960989397065
2.2727425,31.0231853538562,89.9960848126975
2.28024,31.1290034526573,89.9960706740783
2.2877375,31.2348568488121,89.9960565238303
2.295235,31.3407456746832,89.9960423619346
2.3027325,31.4466700628136,89.9960281883724
2.31023,31.5526301459278,89.9960140031247
2.3177275,31.658626056933,89.9959998061723
2.325225,31.76465792892,89.9959855974958
2.3327225,31.8707258951645,89.9959713770757
2.34022,31.9768300891279,89.995957144892
2.3477175,32.0829706444591,89.9959429009248
2.355215,32.1891476949949,89.9959286451537
2.3627125,32.2953613747617,89.9959143775581
2.37021,32.4016118179763,89.9959000981171
2.3777075,32.5078991590473,89.9958858068097
2.385205,32.6142235325765,89.9958715036143
2.3927025,32.7205850733596,89.9958571885091
2.4002,32.826983916388,89.9958428614719
2.4076975,32.9334201968495,89.9958285224804
2.415195,33.0398940501302,89.9958141715116
2.4226925,33.1464056118152,89.9957998085423
2.43019,33.2529550176902,89.995785433549
2.4376875,33.3595424037427,89.9957710465077
2.445185,33.4661679061638,89.995756647394
2.4526825,33.5728316613485,89.9957422361833
2.46018,33.6795338058984,89.9957278128503
2.4676775,33.7862744766221,89.9957133773696
2.475175,33.893053810537,89.9956989297153
2.4826725,33.9998719448708,89.995684469861
2.49017,34.1067290170627,89.9956699977802
2.4976675,34.2136251647654,89.9956555134458
2.505165,34.3205605258458,89.9956410168304
2.5126625,34.4275352383874,89.9956265079062
2.52016,34.5345494406912,89.9956119866452
2.5276575,34.6416032712778,89.9955974530191
2.535155,34.7486968688885,89.9955829069991
2.5426525,34.8558303724875,89.9955683485565
2.55015,34.9630039212629,89.9955537776621
2.5576475,35.0702176546292,89.9955391942865
2.565145,35.1774717122282,89.9955245984004
2.5726425,35.2847662339315,89.9955099899741
2.58014,35.3921013598418,89.9954953689781
2.5876375,35.499477230295,89.9954807353829
2.595135,35.6068939858617,89.9954660891588
2.6026325,35.7143517673496,89.9954514302765
2.61013,35.8218507158049,89.9954367587069
2.6176275,35.9293909725148,89.995422074421
2.625125,36.0369726790084,89.9954073773904
2.6326225,36.1445959770595,89.9953926675872
2.64012,36.2522610086872,89.9953779449838
2.6476175,36.3599679161558,89.9953632095537
2.655115,36.4677168419703,89.9953484612709
2.6626125,36.5755079288435,89.9953337001106
2.67011,36.6833413193407,89.995318926049
2.6776075,36.791217161422,89.9953041390637
2.685105,36.8991355896229,89.9952893391336
2.6926025,37.0070967539969,89.9952745262393
2.7001,37.1151007974481,89.9952597003634
2.7075975,37.2231478642288,89.9952448614903
2.715095,37.3312380989363,89.9952300096069
2.7225925,37.4393716464576,89.9952151447025
2.73009,37.5475486519619,89.9952002667693
2.7375875,37.6557692609003,89.9951853758026
2.745085,37.764033619008,89.995170471801
2.7525825,37.8723418723066,89.995155554767
2.76008,37.9806941671074,89.9951406247071
2.7675775,38.0890906500144,89.9951256816323
2.775075,38.1975314679277,89.9951107255585
2.7825725,38.3060167680471,89.9950957565069
2.79007,38.4145466978754,89.9950807745046
2.7975675,38.5231214052224,89.9950657795848
2.805065,38.6317410382085,89.9950507717877
2.8125625,38.740405745269,89.9950357511609
2.82006,38.8491156751579,89.9950207177599
2.8275575,38.9578709769523,89.995005671649
2.835055,39.0666718000566,89.9949906129019
2.8425525,39.1755182942074,89.9949755416022
2.85005,39.2844106094781,89.9949604578446
2.8575475,39.3933488962835,89.9949453617358
2.865045,39.5023333053852,89.9949302533948
2.8725425,39.6113639878968,89.9949151329546
2.88004,39.7204410952892,89.9949000005627
2.8875375,39.8295647793965,89.9948848563826
2.895035,39.9387351924217,89.9948697005948
2.9025325,40.0479524869428,89.9948545333981
2.91003,40.1572168159195,89.9948393550111
2.9175275,40.2665283326993,89.9948241656735
2.925025,40.375887191025,89.9948089656478
2.9325225,40.4852935450413,89.9947937552206
2.94002,40.5947475493029,89.9947785347051
2.9475175,40.7042493587817,89.9947633044423
2.955015,40.8137991288755,89.9947480648035
2.9625125,40.9233970154163,89.9947328161923
2.97001,41.0330431746791,89.9947175590471
2.9775075,41.1427377633915,89.9947022938433
2.985005,41.2524809387433,89.9946870210965
2.9925025,41.3622728583965,89.9946717413649
3,41.4721136804966,89.9946564552527

