Freq [GHz],barium-dipole | output_power [],"barium-loop | mag(S(waveport1:1,antenna))**2 []",ferrite-dipole | output_power [],"ferrite-loop | mag(S(waveport1:1,antenna))**2 []",silver-dipole | output_power [],"silver-loop | mag(S(waveport1:1,antenna))**2 []"
2.576233739495798,8.217876000813551e-05,9.143252764882958e-05,1.4306698250172024e-05,1.9507230854950104e-05,5.479794340194964e-08,1.8688910234736527e-13
2.583668235294118,8.261392528513454e-05,9.193967627219786e-05,1.4379426725095615e-05,1.96099354572152e-05,5.5233664721132943e-08,1.8649748627358062e-13
2.591102731092437,8.304997851071278e-05,9.244844010449643e-05,1.4452279276460485e-05,1.9712900778528818e-05,5.567304670717091e-08,1.861063573709785e-13
2.5985372268907563,8.348691735505193e-05,9.295882649312052e-05,1.4525255194477743e-05,1.9816127613654234e-05,5.6116130712494336e-08,1.8571571981390595e-13
2.6059717226890755,8.39247388570931e-05,9.347084288617222e-05,1.4598353858957012e-05,1.9919616770825974e-05,5.656296778160284e-08,1.8532557780760054e-13
2.6134062184873947,8.43634387861464e-05,9.398449683289569e-05,1.4671574829919813e-05,2.0023369071679883e-05,5.701362845291413e-08,1.8493593558764952e-13
2.6208407142857144,8.480301275936444e-05,9.449979598409017e-05,1.474491768898498e-05,2.0127385351176355e-05,5.746818560107344e-08,1.8454679741943206e-13
2.6282752100840336,8.524345672169749e-05,9.501674809249767e-05,1.4818381995296654e-05,2.0231666457516117e-05,5.79267088011442e-08,1.841581675975413e-13
2.635709705882353,8.568476870296555e-05,9.553536101316726e-05,1.4891967165054889e-05,2.033621325204918e-05,5.8389246642084796e-08,1.8377005044518888e-13
2.643144201680672,8.612694754990266e-05,9.60556427037912e-05,1.4965672558449977e-05,2.0441026609176586e-05,5.885583948987365e-08,1.833824503135942e-13
2.6505786974789918,8.656999204738832e-05,9.657760122501428e-05,1.5039497536854719e-05,2.0546107416244183e-05,5.93265283614575e-08,1.8299537158135387e-13
2.658013193277311,8.70138991747637e-05,9.710124474071426e-05,1.5113441498835652e-05,2.0651456573429233e-05,5.980137325081548e-08,1.8260881865379592e-13
2.6654476890756302,8.745866389468699e-05,9.762658151825085e-05,1.5187503884502618e-05,2.0757074993618836e-05,6.028045534818562e-08,1.822227959623187e-13
2.6728821848739495,8.79042810638927e-05,9.815361992868484e-05,1.526168413616006e-05,2.086296360228084e-05,6.076385695810836e-08,1.8183730796370916e-13
2.6803166806722687,8.835074644989562e-05,9.868236844695948e-05,1.5335981726460197e-05,2.096912333732654e-05,6.125165469931488e-08,1.8145235913945363e-13
2.6877511764705884,8.879805879564508e-05,9.921283565206326e-05,1.5410396227198702e-05,2.1075555148964736e-05,6.174390661552562e-08,1.8106795399502493e-13
2.6951856722689076,8.924621745072186e-05,9.974503022709549e-05,1.5484927230384558e-05,2.1182259999548e-05,6.224066696338894e-08,1.8068409705915804e-13
2.702620168067227,8.969522157634594e-05,0.00010027896095942753,1.555957432386037e-05,2.1289238863410116e-05,6.27419921805631e-08,1.8030079288311328e-13
2.710054663865546,9.014506823145647e-05,0.0001008146367407242,1.563433704896765e-05,2.1396492726694637e-05,6.324796304678757e-08,1.7991804603992324e-13
2.7174891596638657,9.05957531590684e-05,0.0001013520665667604,1.5709214917940552e-05,2.1504022587174894e-05,6.375867557874598e-08,1.7953586112362257e-13
2.724923655462185,9.104727209023676e-05,0.00010189125953776101,1.5784207441817782e-05,2.1611829454064833e-05,6.427422590317685e-08,1.7915424274847204e-13
2.732358151260504,9.149962145819559e-05,0.00010243222485789397,1.5859314067720695e-05,2.171991434782085e-05,6.479469959006884e-08,1.7877319554816106e-13
2.7397926470588234,9.195279892521315e-05,0.00010297497183522894,1.5934534130895092e-05,2.182827829993372e-05,6.532016373177475e-08,1.7839272417500721e-13
2.7472271428571426,9.240680227762187e-05,0.0001035195098819557,1.600986695529357e-05,2.193692235271208e-05,6.585068355543466e-08,1.78012833299132e-13
2.7546616386554623,9.286162925945435e-05,0.00010406584851347805,1.608531187769405e-05,2.204584755905517e-05,6.638633136300864e-08,1.7763352760763615e-13
2.7620961344537815,9.331727738476623e-05,0.00010461399734878114,1.6160868304603543e-05,2.2155054982216636e-05,6.692721792110081e-08,1.772548118037539e-13
2.769530630252101,9.377374408983074e-05,0.00010516396610956714,1.623653566611279e-05,2.2264545695557496e-05,6.747346700577823e-08,1.7687669060600366e-13
2.77696512605042,9.423102680982053e-05,0.00010571576462024806,1.6312313398704726e-05,2.2374320782290043e-05,6.802520110122969e-08,1.7649916874732485e-13
2.7843996218487397,9.468912295693272e-05,0.00010626940280713676,1.6388201079782324e-05,2.2484381335210577e-05,6.858251390131371e-08,1.7612225097420204e-13
2.791834117647059,9.514802992089109e-05,0.00010682489069836133,1.6464198424587325e-05,2.259472845642187e-05,6.914547093907214e-08,1.7574594204578732e-13
2.799268613445378,9.560774509056524e-05,0.00010738223842304297,1.654030515402797e-05,2.2705363257045494e-05,6.971413659055013e-08,1.7537024673300179e-13
2.8067031092436974,9.606826592523133e-05,0.00010794145621051606,1.6616520913320693e-05,2.2816286856922787e-05,7.028859126807958e-08,1.7499516981764016e-13
2.8141376050420166,9.652959008230119e-05,0.0001085025543898762,1.6692845134672903e-05,2.292750038430523e-05,7.086896051268522e-08,1.7462071609145818e-13
2.8215721008403363,9.699171525378608e-05,0.00010906554338918193,1.6769277213095298e-05,2.3039004975533665e-05,7.14553777459968e-08,1.742468903552553e-13
2.8290065966386555,9.745463908935158e-05,0.00010963043373447659,1.684581654908944e-05,2.315080177470597e-05,7.204797551025719e-08,1.7387369741795242e-13
2.8364410924369747,9.791835884284415e-05,0.00011019723604901649,1.692246259448223e-05,2.3262891933333806e-05,7.264687812777044e-08,1.7350114209565594e-13
2.843875588235294,9.838287155214483e-05,0.0001107659610521425,1.699921482910444e-05,2.337527660998761e-05,7.325220543590923e-08,1.7312922921072098e-13
2.8513100840336136,9.884817426586901e-05,0.00011133661955849864,1.7076072732934354e-05,2.3487956969929204e-05,7.386407736718825e-08,1.727579635908052e-13
2.858744579831933,9.931426477697086e-05,0.00011190922247628581,1.715303577814684e-05,2.3600934184733403e-05,7.448262194798809e-08,1.7238735006792016e-13
2.866179075630252,9.978114201486383e-05,0.00011248378080685307,1.7230103425002574e-05,2.3714209431897406e-05,7.510797956243331e-08,1.7201739347747167e-13
2.8736135714285713,0.00010024880500473074,0.00011306030564259849,1.730727513275821e-05,2.382778389443672e-05,7.574029163603556e-08,1.7164809865730103e-13
2.881048067226891,0.00010071725244802312,0.00011363880816621133,1.73845504194577e-05,2.394165876047073e-05,7.637970069130645e-08,1.7127947044671886e-13
2.8884825630252102,0.00010118648153752987,0.00011421929964868686,1.746192907710736e-05,2.405583522279363e-05,7.702635436303045e-08,1.7091151368553325e-13
2.8959170588235295,0.00010165648902690411,0.00011480179144791621,1.7539410977457428e-05,2.4170314478433966e-05,7.768040177405331e-08,1.7054423321307892e-13
2.9033515546218487,0.00010212727171178458,0.00011538629500696888,1.7616995962159657e-05,2.428509772820088e-05,7.834199412456606e-08,1.701776338672396e-13
2.910786050420168,0.00010259882713049747,0.00011597282185261374,1.7694683340921507e-05,2.440018617621674e-05,7.901131931461098e-08,1.6981172048346726e-13
2.9182205462184876,0.00010307115345747493,0.00011656138359294496,1.7772471967844474e-05,2.4515581029437157e-05,7.968859667735763e-08,1.6944649789380318e-13
2.925655042016807,0.00010354424888801073,0.00011715199191538154,1.7850360683338845e-05,2.4631283497157544e-05,8.037404647986526e-08,1.6908197092589282e-13
2.933089537815126,0.00010401811171578908,0.0001177446585851509,1.792834866328093e-05,2.4747294790505654e-05,8.106786237561452e-08,1.6871814440199955e-13
2.9405240336134453,0.00010449274047375207,0.00011833939544239032,1.8006435899307413e-05,2.486361612192045e-05,8.177017330123468e-08,1.6835502313802372e-13
2.947958529411765,0.0001049681337305127,0.00011893621440026442,1.8084622504676385e-05,2.4980248704617537e-05,8.248109854474454e-08,1.679926119425082e-13
2.955393025210084,0.00010544429003158732,0.00011953512744222135,1.8162908561129943e-05,2.5097193752039627e-05,8.320076987705861e-08,1.6763091561566154e-13
2.9628275210084034,0.00010592120774018937,0.00012013614661945158,1.8241293901652056e-05,2.521445247729352e-05,8.39294175976076e-08,1.6726993894836278e-13
2.9702620168067226,0.00010639888513305072,0.00012073928404853541,1.831977824121987e-05,2.5332026092572578e-05,8.466731874614641e-08,1.6690968672118036e-13
2.977696512605042,0.00010687732048638193,0.00012134455190791256,1.8398361294099173e-05,2.54499158085627e-05,8.541475064418505e-08,1.6655016370338744e-13
2.9851310084033615,0.00010735651207639352,0.0001219519624355415,1.8477042774555754e-05,2.556812283383991e-05,8.617199061323365e-08,1.661913746519881e-13
2.9925655042016808,0.00010783645817929603,0.0001225615279253699,1.85558223968554e-05,2.5686648374236138e-05,8.69393159748021e-08,1.658333243106979e-13
3.0,0.0001083171570713,0.00012317326072440002,1.86346998752639e-05,2.58054936322248e-05,8.771700405040049e-08,1.65476017409046e-13
