"Freq [GHz]","dB(S(waveport1:1,antenna)) []"
2.6176275,-41.0579873725102
2.625125,-41.0401065939632
2.6326225,-41.0222997446172
2.64012,-41.004566348483
2.6476175,-40.986905933324
2.655115,-40.9693180306167
2.6626125,-40.9518021755137
2.67011,-40.9343579068056
2.6776075,-40.9169847668843
2.685105,-40.8996823017068
2.6926025,-40.8824500607591
2.7001,-40.8652875970216
2.7075975,-40.8481944669336
2.715095,-40.8311702303596
2.7225925,-40.8142144505557
2.73009,-40.7973266941359
2.7375875,-40.7805065310401
2.745085,-40.7637535345014
2.7525825,-40.7470672810148
2.76008,-40.7304473503057
2.7675775,-40.7138933252995
2.775075,-40.6974047920909
2.7825725,-40.6809813399148
2.79007,-40.664622561116
2.7975675,-40.6483280511214
2.805065,-40.6320974084107
2.8125625,-40.615930234489
2.82006,-40.5998261338589
2.8275575,-40.5837847139935
2.835055,-40.5678055853098
2.8425525,-40.5518883611422
2.85005,-40.5360326577169
2.8575475,-40.5202380941262
2.865045,-40.5045042923039
2.8725425,-40.488830877
2.88004,-40.4732174757572
2.8875375,-40.4576637188863
2.895035,-40.4421692394436
2.9025325,-40.4267336732069
2.91003,-40.4113566586536
2.9175275,-40.3960378369381
2.925025,-40.3807768518697
2.9325225,-40.3655733498911
2.94002,-40.3504269800575
2.9475175,-40.3353373940153
2.955015,-40.3203042459819
2.9625125,-40.3053271927256
2.97001,-40.2904058935456
2.9775075,-40.2755400102528
2.985005,-40.2607292071504
2.9925025,-40.2459731510155
3,-40.2312715110806

