# Frequency (GHz),Electric Dipole Moment * 377 (Vm),Magnetic Dipole Moment (Vm)
1.193102500000000000e+00,9.125124521673909665e-04,8.293742929902906194e-03
1.200600000000000000e+00,9.234570326796682485e-04,8.340724444543815702e-03
1.208097500000000000e+00,9.344571490846946505e-04,8.387619686511369257e-03
1.215595000000000000e+00,9.455125943033679346e-04,8.434428401992473054e-03
1.223092500000000000e+00,9.566231609941444267e-04,8.481150341117182911e-03
1.230590000000000000e+00,9.677886415673645805e-04,8.527785257947966338e-03
1.238087500000000000e+00,9.790088281990514014e-04,8.574332910470203184e-03
1.245585000000000000e+00,9.902835128451077489e-04,8.620793060581078207e-03
1.253082500000000000e+00,1.001612487255209519e-03,8.667165474079020077e-03
1.260580000000000000e+00,1.012995542986641151e-03,8.713449920652075256e-03
1.268077500000000000e+00,1.024432471418197264e-03,8.759646173866365154e-03
1.275575000000000000e+00,1.035923063763981083e-03,8.805754011154739297e-03
1.283072500000000000e+00,1.047467111087171856e-03,8.851773213803704188e-03
1.290570000000000000e+00,1.059064404313577595e-03,8.897703566941852701e-03
1.298067500000000000e+00,1.070714734245323350e-03,8.943544859526230892e-03
1.305565000000000000e+00,1.082417891574408934e-03,8.989296884329927781e-03
1.313062500000000000e+00,1.094173666896107715e-03,9.034959437928358900e-03
1.320560000000000000e+00,1.105981850722590918e-03,9.080532320685610545e-03
1.328057500000000000e+00,1.117842233496055141e-03,9.126015336740898529e-03
1.335555000000000000e+00,1.129754605601965235e-03,9.171408293993724148e-03
1.343052500000000000e+00,1.141718757382665598e-03,9.216711004090084869e-03
1.350550000000000000e+00,1.153734479149987491e-03,9.261923282407430805e-03
1.358047500000000000e+00,1.165801561198797449e-03,9.307044948039404353e-03
1.365545000000000000e+00,1.177919793819648181e-03,9.352075823781438521e-03
1.373042500000000000e+00,1.190088967311918019e-03,9.397015736114358586e-03
1.380540000000000000e+00,1.202308871996505841e-03,9.441864515189357654e-03
1.388037500000000000e+00,1.214579298228792275e-03,9.486621994811397091e-03
1.395535000000000000e+00,1.226900036411142283e-03,9.531288012423982589e-03
